./evaluate/out_r1_s259_x-2_y2.png, 2083
./evaluate/out_r1_s259_x-3_y2.png, 2099
./evaluate/out_r1_s256_x-2_y2.png, 2103
./evaluate/out_r1_s256_x-1_y2.png, 2104
./evaluate/out_r1_s259_x-1_y2.png, 2107
./evaluate/out_r1_s259_x-2_y1.png, 2110
./evaluate/out_r1_s256_x-2_y1.png, 2111
./evaluate/out_r1_s259_x1_y2.png, 2112
./evaluate/out_r1_s259_x0_y2.png, 2114
./evaluate/out_r1_s256_x-1_y1.png, 2114
./evaluate/out_r1_s259_x-3_y3.png, 2118
./evaluate/out_r1_s259_x-2_y3.png, 2121
./evaluate/out_r1_s256_x-1_y4.png, 2124
./evaluate/out_r1_s259_x-3_y1.png, 2126
./evaluate/out_r1_s259_x4_y2.png, 2128
./evaluate/out_r1_s259_x1_y1.png, 2128
./evaluate/out_r1_s259_x-3_y4.png, 2131
./evaluate/out_r1_s256_x-2_y4.png, 2132
./evaluate/out_r1_s256_x-2_y0.png, 2132
./evaluate/out_r1_s256_x-1_y0.png, 2132
./evaluate/out_r1_s259_x2_y2.png, 2134
./evaluate/out_r1_s259_x0_y1.png, 2135
./evaluate/out_r1_s259_x2_y1.png, 2136
./evaluate/out_r1_s259_x4_y1.png, 2138
./evaluate/out_r1_s259_x-1_y1.png, 2138
./evaluate/out_r1_s256_x0_y2.png, 2139
./evaluate/out_r1_s256_x0_y0.png, 2142
./evaluate/out_r1_s256_x-3_y2.png, 2145
./evaluate/out_r1_s256_x3_y2.png, 2146
./evaluate/out_r1_s256_x0_y1.png, 2147
./evaluate/out_r1_s259_x3_y2.png, 2148
./evaluate/out_r1_s259_x4_y3.png, 2149
./evaluate/out_r1_s256_x2_y2.png, 2152
./evaluate/out_r1_s259_x-2_y4.png, 2152
./evaluate/out_r1_s259_x3_y1.png, 2153
./evaluate/out_r1_s256_x0_y4.png, 2154
./evaluate/out_r1_s256_x3_y0.png, 2155
./evaluate/out_r1_s256_x1_y2.png, 2156
./evaluate/out_r1_s259_x-2_y0.png, 2156
./evaluate/out_r1_s256_x3_y1.png, 2159
./evaluate/out_r1_s256_x-2_y3.png, 2159
./evaluate/out_r1_s256_x-1_y3.png, 2161
./evaluate/out_r1_s259_x1_y3.png, 2162
./evaluate/out_r1_s256_x-3_y1.png, 2163
./evaluate/out_r1_s259_x-3_y0.png, 2163
./evaluate/out_r1_s256_x2_y0.png, 2164
./evaluate/out_r1_s259_x4_y4.png, 2164
./evaluate/out_r1_s256_x-3_y0.png, 2164
./evaluate/out_r1_s256_x2_y1.png, 2166
./evaluate/out_r1_s259_x-1_y3.png, 2166
./evaluate/out_r1_s256_x1_y1.png, 2167
./evaluate/out_r1_s256_x3_y4.png, 2168
./evaluate/out_r1_s262_x4_y0.png, 2169
./evaluate/out_r1_s256_x1_y0.png, 2169
./evaluate/out_r1_s259_x0_y3.png, 2169
./evaluate/out_r1_s256_x-3_y4.png, 2172
./evaluate/out_r1_s262_x4_y1.png, 2173
./evaluate/out_r1_s259_x4_y0.png, 2176
./evaluate/out_r1_s256_x2_y4.png, 2177
./evaluate/out_r1_s262_x-3_y2.png, 2178
./evaluate/out_r1_s262_x4_y2.png, 2180
./evaluate/out_r1_s259_x1_y0.png, 2182
./evaluate/out_r1_s256_x1_y4.png, 2183
./evaluate/out_r1_s256_x0_y3.png, 2183
